2022-04-12 16:01:58.353 | INFO     | monitor.shell:connect:25 - 命令: ssh -p 22 chase@180.201.163.246
2022-04-12 16:01:58.408 | INFO     | monitor.shell:connect:33 - 匹配到: 1 => password:
2022-04-12 16:01:58.459 | INFO     | monitor.shell:connect:55 - {'run': 'ssh 180.201.163.246', 'before': "\rchase@180.201.163.246's ", 'after': 'password:'}
2022-04-12 16:01:58.831 | INFO     | monitor.projectManager:check_project_in_device:223 - {'180.201.163.246': {'msg': '创建项目', 'result': '[1] 331077\r\n\x1b[01;35;01mchase\x1b[00;00;01m@\x1b[01;35;01m1080ti\x1b[00;31;01m:\x1b[00;00;01m~ \x1b[01;32;01m'}}
2022-04-12 16:02:17.037 | INFO     | monitor.shell:connect:25 - 命令: ssh -p 22 chase@180.201.163.246
2022-04-12 16:02:17.091 | INFO     | monitor.shell:connect:33 - 匹配到: 1 => password:
2022-04-12 16:02:17.142 | INFO     | monitor.shell:connect:55 - {'run': 'ssh 180.201.163.246', 'before': "\rchase@180.201.163.246's ", 'after': 'password:'}
2022-04-12 16:02:17.507 | INFO     | monitor.projectManager:check_project_in_device:223 - {'180.201.163.246': {'msg': '创建项目', 'result': '[1] 331341\r\n\x1b[01;35;01mchase\x1b[00;00;01m@\x1b[01;35;01m1080ti\x1b[00;31;01m:\x1b[00;00;01m~ \x1b[01;32;01m'}}
2022-04-12 16:02:29.949 | INFO     | monitor.shell:connect:25 - 命令: ssh -p 22 chase@180.201.163.246
2022-04-12 16:02:29.999 | INFO     | monitor.shell:connect:33 - 匹配到: 1 => password:
2022-04-12 16:02:30.050 | INFO     | monitor.shell:connect:55 - {'run': 'ssh 180.201.163.246', 'before': "\rchase@180.201.163.246's ", 'after': 'password:'}
2022-04-12 16:02:30.407 | INFO     | monitor.projectManager:check_project_in_device:223 - {'180.201.163.246': {'msg': '创建项目', 'result': '[1] 331550\r\n\x1b[01;35;01mchase\x1b[00;00;01m@\x1b[01;35;01m1080ti\x1b[00;31;01m:\x1b[00;00;01m~ \x1b[01;32;01m'}}
2022-04-12 16:03:19.649 | INFO     | monitor.shell:connect:25 - 命令: ssh -p 22 chase@180.201.163.246
2022-04-12 16:03:19.703 | INFO     | monitor.shell:connect:33 - 匹配到: 1 => password:
2022-04-12 16:03:19.754 | INFO     | monitor.shell:connect:55 - {'run': 'ssh 180.201.163.246', 'before': "\rchase@180.201.163.246's ", 'after': 'password:'}
2022-04-12 16:03:20.111 | INFO     | monitor.projectManager:check_project_in_device:223 - {'180.201.163.246': {'msg': '创建项目', 'result': '[1] 332090\r\n\x1b[01;35;01mchase\x1b[00;00;01m@\x1b[01;35;01m1080ti\x1b[00;31;01m:\x1b[00;00;01m~ \x1b[01;32;01m'}}
2022-04-12 16:03:39.508 | INFO     | monitor.projectManager:check_project_in_device:223 - {}
2022-04-12 16:04:30.478 | INFO     | monitor.projectManager:check_project_in_device:223 - {}
2022-04-12 16:04:42.645 | INFO     | monitor.projectManager:check_project_in_device:223 - {}
2022-04-12 16:04:44.111 | INFO     | monitor.projectManager:check_project_in_device:223 - {}
